state,zip,phone,mc,score,sample,stateavg
AR,71754,8702353000,AMI-1,100%,3 patients,AR_AMI-1
AR,71754,8702353000,AMI-2,,0 patients,AR_AMI-2
AR,71754,8702353000,AMI-3,,0 patients,AR_AMI-3
AR,71754,8702353000,AMI-4,,0 patients,AR_AMI-4
AR,71754,8702353000,AMI-5,,0 patients,AR_AMI-5
AR,71754,8702353000,AMI-7A,,0 patients,AR_AMI-7A
AR,71754,8702353000,AMI-8A,,0 patients,AR_AMI-8A
AR,71754,8702353000,HF-1,97%,97 patients,AR_HF-1
AR,71754,8702353000,HF-2,94%,123 patients,AR_HF-2
AR,71754,8702353000,HF-3,89%,44 patients,AR_HF-3
AR,71754,8702353000,HF-4,100%,19 patients,AR_HF-4
AR,71754,8702353000,PN-2,84%,57 patients,AR_PN-2
AR,71754,8702353000,PN-3B,93%,60 patients,AR_PN-3B
AR,71754,8702353000,PN-4,100%,18 patients,AR_PN-4
AR,71754,8702353000,PN-5C,97%,69 patients,AR_PN-5C
AR,71754,8702353000,PN-6,77%,44 patients,AR_PN-6
AR,71754,8702353000,PN-7,91%,43 patients,AR_PN-7
AR,71754,8702353000,SCIP-CARD-2,100%,3 patients,AR_SCIP-CARD-2
AR,71754,8702353000,SCIP-INF-1,64%,14 patients,AR_SCIP-INF-1
AR,71754,8702353000,SCIP-INF-2,100%,15 patients,AR_SCIP-INF-2
AR,71754,8702353000,SCIP-INF-3,100%,14 patients,AR_SCIP-INF-3
AR,71754,8702353000,SCIP-INF-4,,0 patients,AR_SCIP-INF-4
AR,71754,8702353000,SCIP-INF-6,100%,23 patients,AR_SCIP-INF-6
AR,71754,8702353000,SCIP-VTE-1,43%,7 patients,AR_SCIP-VTE-1
AR,71754,8702353000,SCIP-VTE-2,43%,7 patients,AR_SCIP-VTE-2
AR,72315,8708387300,AMI-1,64%,11 patients,AR_AMI-1
AR,72315,8708387300,AMI-2,60%,5 patients,AR_AMI-2
AR,72315,8708387300,AMI-3,,0 patients,AR_AMI-3
AR,72315,8708387300,AMI-4,50%,2 patients,AR_AMI-4
AR,72315,8708387300,AMI-5,67%,6 patients,AR_AMI-5
AR,72315,8708387300,AMI-7A,,0 patients,AR_AMI-7A
AR,72315,8708387300,AMI-8A,,0 patients,AR_AMI-8A
AR,72315,8708387300,HF-1,99%,74 patients,AR_HF-1
AR,72315,8708387300,HF-2,87%,86 patients,AR_HF-2
AR,72315,8708387300,HF-3,85%,33 patients,AR_HF-3
AR,72315,8708387300,HF-4,100%,20 patients,AR_HF-4
AR,72315,8708387300,PN-2,92%,40 patients,AR_PN-2
AR,72315,8708387300,PN-3B,84%,63 patients,AR_PN-3B
AR,72315,8708387300,PN-4,97%,31 patients,AR_PN-4
AR,72315,8708387300,PN-5C,97%,76 patients,AR_PN-5C
AR,72315,8708387300,PN-6,85%,53 patients,AR_PN-6
AR,72315,8708387300,PN-7,83%,24 patients,AR_PN-7
AR,72315,8708387300,SCIP-CARD-2,0%,1 patients,AR_SCIP-CARD-2
AR,72315,8708387300,SCIP-INF-1,88%,25 patients,AR_SCIP-INF-1
AR,72315,8708387300,SCIP-INF-2,100%,25 patients,AR_SCIP-INF-2
AR,72315,8708387300,SCIP-INF-3,76%,25 patients,AR_SCIP-INF-3
AR,72315,8708387300,SCIP-INF-4,,0 patients,AR_SCIP-INF-4
AR,72315,8708387300,SCIP-INF-6,100%,36 patients,AR_SCIP-INF-6
AR,72315,8708387300,SCIP-VTE-1,56%,9 patients,AR_SCIP-VTE-1
AR,72315,8708387300,SCIP-VTE-2,56%,9 patients,AR_SCIP-VTE-2
AR,71603,8705417100,AMI-1,97%,154 patients,AR_AMI-1
AR,71603,8705417100,AMI-2,98%,170 patients,AR_AMI-2
AR,71603,8705417100,AMI-3,98%,60 patients,AR_AMI-3
AR,71603,8705417100,AMI-4,100%,96 patients,AR_AMI-4
AR,71603,8705417100,AMI-5,99%,174 patients,AR_AMI-5
AR,71603,8705417100,AMI-7A,60%,10 patients,AR_AMI-7A
AR,71603,8705417100,AMI-8A,38%,13 patients,AR_AMI-8A
AR,71603,8705417100,HF-1,83%,337 patients,AR_HF-1
AR,71603,8705417100,HF-2,100%,400 patients,AR_HF-2
AR,71603,8705417100,HF-3,100%,182 patients,AR_HF-3
AR,71603,8705417100,HF-4,99%,100 patients,AR_HF-4
AR,71603,8705417100,PN-2,99%,163 patients,AR_PN-2
AR,71603,8705417100,PN-3B,97%,190 patients,AR_PN-3B
AR,71603,8705417100,PN-4,100%,83 patients,AR_PN-4
AR,71603,8705417100,PN-5C,96%,210 patients,AR_PN-5C
AR,71603,8705417100,PN-6,88%,154 patients,AR_PN-6
AR,71603,8705417100,PN-7,98%,129 patients,AR_PN-7
AR,71603,8705417100,SCIP-CARD-2,99%,124 patients,AR_SCIP-CARD-2
AR,71603,8705417100,SCIP-INF-1,96%,810 patients,AR_SCIP-INF-1
AR,71603,8705417100,SCIP-INF-2,97%,813 patients,AR_SCIP-INF-2
AR,71603,8705417100,SCIP-INF-3,95%,748 patients,AR_SCIP-INF-3
AR,71603,8705417100,SCIP-INF-4,99%,108 patients,AR_SCIP-INF-4
AR,71603,8705417100,SCIP-INF-6,100%,1267 patients,AR_SCIP-INF-6
AR,71603,8705417100,SCIP-VTE-1,98%,507 patients,AR_SCIP-VTE-1
AR,71603,8705417100,SCIP-VTE-2,97%,507 patients,AR_SCIP-VTE-2
AR,72160,8706733511,AMI-1,100%,9 patients,AR_AMI-1
AR,72160,8706733511,AMI-2,86%,7 patients,AR_AMI-2
AR,72160,8706733511,AMI-3,,0 patients,AR_AMI-3
AR,72160,8706733511,AMI-4,100%,1 patients,AR_AMI-4
AR,72160,8706733511,AMI-5,100%,10 patients,AR_AMI-5
AR,72160,8706733511,AMI-7A,,0 patients,AR_AMI-7A
AR,72160,8706733511,AMI-8A,,0 patients,AR_AMI-8A
AR,72160,8706733511,HF-1,83%,42 patients,AR_HF-1
AR,72160,8706733511,HF-2,100%,55 patients,AR_HF-2
AR,72160,8706733511,HF-3,100%,9 patients,AR_HF-3
AR,72160,8706733511,HF-4,100%,14 patients,AR_HF-4
AR,72160,8706733511,PN-2,93%,61 patients,AR_PN-2
AR,72160,8706733511,PN-3B,89%,56 patients,AR_PN-3B
AR,72160,8706733511,PN-4,94%,31 patients,AR_PN-4
AR,72160,8706733511,PN-5C,100%,71 patients,AR_PN-5C
AR,72160,8706733511,PN-6,94%,52 patients,AR_PN-6
AR,72160,8706733511,PN-7,87%,45 patients,AR_PN-7
AR,72160,8706733511,SCIP-CARD-2,100%,3 patients,AR_SCIP-CARD-2
AR,72160,8706733511,SCIP-INF-1,84%,44 patients,AR_SCIP-INF-1
AR,72160,8706733511,SCIP-INF-2,90%,42 patients,AR_SCIP-INF-2
AR,72160,8706733511,SCIP-INF-3,92%,39 patients,AR_SCIP-INF-3
AR,72160,8706733511,SCIP-INF-4,,0 patients,AR_SCIP-INF-4
AR,72160,8706733511,SCIP-INF-6,100%,56 patients,AR_SCIP-INF-6
AR,72160,8706733511,SCIP-VTE-1,65%,23 patients,AR_SCIP-VTE-1
AR,72160,8706733511,SCIP-VTE-2,65%,23 patients,AR_SCIP-VTE-2
AR,72076,5019857000,AMI-1,100%,19 patients,AR_AMI-1
AR,72076,5019857000,AMI-2,100%,10 patients,AR_AMI-2
AR,72076,5019857000,AMI-3,100%,1 patients,AR_AMI-3
AR,72076,5019857000,AMI-4,100%,4 patients,AR_AMI-4
AR,72076,5019857000,AMI-5,100%,10 patients,AR_AMI-5
AR,72076,5019857000,AMI-7A,,0 patients,AR_AMI-7A
AR,72076,5019857000,AMI-8A,,0 patients,AR_AMI-8A
AR,72076,5019857000,HF-1,66%,64 patients,AR_HF-1
AR,72076,5019857000,HF-2,99%,97 patients,AR_HF-2
AR,72076,5019857000,HF-3,77%,22 patients,AR_HF-3
AR,72076,5019857000,HF-4,92%,26 patients,AR_HF-4
AR,72076,5019857000,PN-2,82%,125 patients,AR_PN-2
AR,72076,5019857000,PN-3B,93%,144 patients,AR_PN-3B
AR,72076,5019857000,PN-4,82%,51 patients,AR_PN-4
AR,72076,5019857000,PN-5C,100%,155 patients,AR_PN-5C
AR,72076,5019857000,PN-6,94%,99 patients,AR_PN-6
AR,72076,5019857000,PN-7,63%,111 patients,AR_PN-7
AR,72076,5019857000,SCIP-CARD-2,33%,12 patients,AR_SCIP-CARD-2
AR,72076,5019857000,SCIP-INF-1,78%,122 patients,AR_SCIP-INF-1
AR,72076,5019857000,SCIP-INF-2,99%,114 patients,AR_SCIP-INF-2
AR,72076,5019857000,SCIP-INF-3,95%,111 patients,AR_SCIP-INF-3
AR,72076,5019857000,SCIP-INF-4,,0 patients,AR_SCIP-INF-4
AR,72076,5019857000,SCIP-INF-6,99%,171 patients,AR_SCIP-INF-6
AR,72076,5019857000,SCIP-VTE-1,96%,75 patients,AR_SCIP-VTE-1
AR,72076,5019857000,SCIP-VTE-2,96%,75 patients,AR_SCIP-VTE-2
AR,72104,5013374911,AMI-1,90%,10 patients,AR_AMI-1
AR,72104,5013374911,AMI-2,67%,3 patients,AR_AMI-2
AR,72104,5013374911,AMI-3,100%,3 patients,AR_AMI-3
AR,72104,5013374911,AMI-4,,0 patients,AR_AMI-4
AR,72104,5013374911,AMI-5,100%,6 patients,AR_AMI-5
AR,72104,5013374911,AMI-7A,,0 patients,AR_AMI-7A
AR,72104,5013374911,AMI-8A,,0 patients,AR_AMI-8A
AR,72104,5013374911,HF-1,71%,62 patients,AR_HF-1
AR,72104,5013374911,HF-2,87%,87 patients,AR_HF-2
AR,72104,5013374911,HF-3,76%,17 patients,AR_HF-3
AR,72104,5013374911,HF-4,89%,9 patients,AR_HF-4
AR,72104,5013374911,PN-2,94%,113 patients,AR_PN-2
AR,72104,5013374911,PN-3B,99%,91 patients,AR_PN-3B
AR,72104,5013374911,PN-4,95%,39 patients,AR_PN-4
AR,72104,5013374911,PN-5C,97%,128 patients,AR_PN-5C
AR,72104,5013374911,PN-6,95%,82 patients,AR_PN-6
AR,72104,5013374911,PN-7,84%,76 patients,AR_PN-7
AR,72104,5013374911,SCIP-CARD-2,67%,6 patients,AR_SCIP-CARD-2
AR,72104,5013374911,SCIP-INF-1,67%,6 patients,AR_SCIP-INF-1
AR,72104,5013374911,SCIP-INF-2,100%,6 patients,AR_SCIP-INF-2
AR,72104,5013374911,SCIP-INF-3,50%,6 patients,AR_SCIP-INF-3
AR,72104,5013374911,SCIP-INF-4,,0 patients,AR_SCIP-INF-4
AR,72104,5013374911,SCIP-INF-6,100%,20 patients,AR_SCIP-INF-6
AR,72104,5013374911,SCIP-VTE-1,56%,9 patients,AR_SCIP-VTE-1
AR,72104,5013374911,SCIP-VTE-2,56%,9 patients,AR_SCIP-VTE-2
AR,71901,5013211000,AMI-1,97%,61 patients,AR_AMI-1
AR,71901,5013211000,AMI-2,92%,62 patients,AR_AMI-2
AR,71901,5013211000,AMI-3,94%,16 patients,AR_AMI-3
AR,71901,5013211000,AMI-4,100%,29 patients,AR_AMI-4
AR,71901,5013211000,AMI-5,98%,60 patients,AR_AMI-5
AR,71901,5013211000,AMI-7A,89%,9 patients,AR_AMI-7A
AR,71901,5013211000,AMI-8A,20%,5 patients,AR_AMI-8A
AR,71901,5013211000,HF-1,89%,72 patients,AR_HF-1
AR,71901,5013211000,HF-2,98%,83 patients,AR_HF-2
AR,71901,5013211000,HF-3,100%,27 patients,AR_HF-3
AR,71901,5013211000,HF-4,100%,23 patients,AR_HF-4
AR,71901,5013211000,PN-2,100%,102 patients,AR_PN-2
AR,71901,5013211000,PN-3B,97%,62 patients,AR_PN-3B
AR,71901,5013211000,PN-4,100%,49 patients,AR_PN-4
AR,71901,5013211000,PN-5C,98%,97 patients,AR_PN-5C
AR,71901,5013211000,PN-6,92%,78 patients,AR_PN-6
AR,71901,5013211000,PN-7,99%,92 patients,AR_PN-7
AR,71901,5013211000,SCIP-CARD-2,85%,40 patients,AR_SCIP-CARD-2
AR,71901,5013211000,SCIP-INF-1,99%,160 patients,AR_SCIP-INF-1
AR,71901,5013211000,SCIP-INF-2,98%,163 patients,AR_SCIP-INF-2
AR,71901,5013211000,SCIP-INF-3,88%,137 patients,AR_SCIP-INF-3
AR,71901,5013211000,SCIP-INF-4,93%,46 patients,AR_SCIP-INF-4
AR,71901,5013211000,SCIP-INF-6,100%,284 patients,AR_SCIP-INF-6
AR,71901,5013211000,SCIP-VTE-1,91%,113 patients,AR_SCIP-VTE-1
AR,71901,5013211000,SCIP-VTE-2,88%,112 patients,AR_SCIP-VTE-2
AR,72112,8705238911,AMI-1,60%,5 patients,AR_AMI-1
AR,72112,8705238911,AMI-2,100%,4 patients,AR_AMI-2
AR,72112,8705238911,AMI-3,100%,3 patients,AR_AMI-3
AR,72112,8705238911,AMI-4,,0 patients,AR_AMI-4
AR,72112,8705238911,AMI-5,100%,3 patients,AR_AMI-5
AR,72112,8705238911,AMI-7A,,0 patients,AR_AMI-7A
AR,72112,8705238911,AMI-8A,,0 patients,AR_AMI-8A
AR,72112,8705238911,HF-1,97%,59 patients,AR_HF-1
AR,72112,8705238911,HF-2,100%,95 patients,AR_HF-2
AR,72112,8705238911,HF-3,91%,22 patients,AR_HF-3
AR,72112,8705238911,HF-4,100%,13 patients,AR_HF-4
AR,72112,8705238911,PN-2,100%,76 patients,AR_PN-2
AR,72112,8705238911,PN-3B,98%,88 patients,AR_PN-3B
AR,72112,8705238911,PN-4,100%,47 patients,AR_PN-4
AR,72112,8705238911,PN-5C,96%,113 patients,AR_PN-5C
AR,72112,8705238911,PN-6,93%,99 patients,AR_PN-6
AR,72112,8705238911,PN-7,100%,51 patients,AR_PN-7
AR,72112,8705238911,SCIP-CARD-2,100%,5 patients,AR_SCIP-CARD-2
AR,72112,8705238911,SCIP-INF-1,86%,44 patients,AR_SCIP-INF-1
AR,72112,8705238911,SCIP-INF-2,86%,44 patients,AR_SCIP-INF-2
AR,72112,8705238911,SCIP-INF-3,95%,40 patients,AR_SCIP-INF-3
AR,72112,8705238911,SCIP-INF-4,,0 patients,AR_SCIP-INF-4
AR,72112,8705238911,SCIP-INF-6,100%,70 patients,AR_SCIP-INF-6
AR,72112,8705238911,SCIP-VTE-1,100%,32 patients,AR_SCIP-VTE-1
AR,72112,8705238911,SCIP-VTE-2,100%,32 patients,AR_SCIP-VTE-2
AR,71958,8702853182,AMI-1,78%,9 patients,AR_AMI-1
AR,71958,8702853182,AMI-2,38%,8 patients,AR_AMI-2
AR,71958,8702853182,AMI-3,,0 patients,AR_AMI-3
AR,71958,8702853182,AMI-4,100%,1 patients,AR_AMI-4
AR,71958,8702853182,AMI-5,56%,9 patients,AR_AMI-5
AR,71958,8702853182,AMI-7A,0%,1 patients,AR_AMI-7A
AR,71958,8702853182,AMI-8A,,0 patients,AR_AMI-8A
AR,71958,8702853182,HF-1,100%,5 patients,AR_HF-1
AR,71958,8702853182,HF-2,0%,8 patients,AR_HF-2
AR,71958,8702853182,HF-3,,0 patients,AR_HF-3
AR,71958,8702853182,HF-4,100%,3 patients,AR_HF-4
AR,71958,8702853182,PN-2,83%,18 patients,AR_PN-2
AR,71958,8702853182,PN-3B,100%,1 patients,AR_PN-3B
AR,71958,8702853182,PN-4,100%,12 patients,AR_PN-4
AR,71958,8702853182,PN-5C,81%,16 patients,AR_PN-5C
AR,71958,8702853182,PN-6,92%,12 patients,AR_PN-6
AR,71958,8702853182,PN-7,73%,15 patients,AR_PN-7
AR,71958,8702853182,SCIP-CARD-2,,,AR_SCIP-CARD-2
AR,71958,8702853182,SCIP-INF-1,,,AR_SCIP-INF-1
AR,71958,8702853182,SCIP-INF-2,,,AR_SCIP-INF-2
AR,71958,8702853182,SCIP-INF-3,,,AR_SCIP-INF-3
AR,71958,8702853182,SCIP-INF-4,,,AR_SCIP-INF-4
AR,71958,8702853182,SCIP-INF-6,,,AR_SCIP-INF-6
AR,71958,8702853182,SCIP-VTE-1,,,AR_SCIP-VTE-1
AR,71958,8702853182,SCIP-VTE-2,,,AR_SCIP-VTE-2
AR,72015,5017766000,AMI-1,98%,47 patients,AR_AMI-1
AR,72015,5017766000,AMI-2,72%,32 patients,AR_AMI-2
AR,72015,5017766000,AMI-3,50%,4 patients,AR_AMI-3
AR,72015,5017766000,AMI-4,100%,14 patients,AR_AMI-4
AR,72015,5017766000,AMI-5,97%,34 patients,AR_AMI-5
AR,72015,5017766000,AMI-7A,,0 patients,AR_AMI-7A
AR,72015,5017766000,AMI-8A,20%,10 patients,AR_AMI-8A
AR,72015,5017766000,HF-1,55%,104 patients,AR_HF-1
AR,72015,5017766000,HF-2,99%,142 patients,AR_HF-2
AR,72015,5017766000,HF-3,67%,42 patients,AR_HF-3
AR,72015,5017766000,HF-4,100%,22 patients,AR_HF-4
AR,72015,5017766000,PN-2,88%,140 patients,AR_PN-2
AR,72015,5017766000,PN-3B,95%,186 patients,AR_PN-3B
AR,72015,5017766000,PN-4,95%,44 patients,AR_PN-4
AR,72015,5017766000,PN-5C,97%,193 patients,AR_PN-5C
AR,72015,5017766000,PN-6,77%,107 patients,AR_PN-6
AR,72015,5017766000,PN-7,88%,120 patients,AR_PN-7
AR,72015,5017766000,SCIP-CARD-2,80%,30 patients,AR_SCIP-CARD-2
AR,72015,5017766000,SCIP-INF-1,68%,205 patients,AR_SCIP-INF-1
AR,72015,5017766000,SCIP-INF-2,67%,203 patients,AR_SCIP-INF-2
AR,72015,5017766000,SCIP-INF-3,85%,186 patients,AR_SCIP-INF-3
AR,72015,5017766000,SCIP-INF-4,,0 patients,AR_SCIP-INF-4
AR,72015,5017766000,SCIP-INF-6,100%,282 patients,AR_SCIP-INF-6
AR,72015,5017766000,SCIP-VTE-1,86%,138 patients,AR_SCIP-VTE-1
AR,72015,5017766000,SCIP-VTE-2,83%,138 patients,AR_SCIP-VTE-2
AR,72342,8703385800,AMI-1,0%,2 patients,AR_AMI-1
AR,72342,8703385800,AMI-2,,0 patients,AR_AMI-2
AR,72342,8703385800,AMI-3,,0 patients,AR_AMI-3
AR,72342,8703385800,AMI-4,,0 patients,AR_AMI-4
AR,72342,8703385800,AMI-5,,0 patients,AR_AMI-5
AR,72342,8703385800,AMI-7A,,0 patients,AR_AMI-7A
AR,72342,8703385800,AMI-8A,,0 patients,AR_AMI-8A
AR,72342,8703385800,HF-1,92%,138 patients,AR_HF-1
AR,72342,8703385800,HF-2,97%,187 patients,AR_HF-2
AR,72342,8703385800,HF-3,79%,61 patients,AR_HF-3
AR,72342,8703385800,HF-4,100%,42 patients,AR_HF-4
AR,72342,8703385800,PN-2,85%,55 patients,AR_PN-2
AR,72342,8703385800,PN-3B,100%,38 patients,AR_PN-3B
AR,72342,8703385800,PN-4,100%,27 patients,AR_PN-4
AR,72342,8703385800,PN-5C,98%,85 patients,AR_PN-5C
AR,72342,8703385800,PN-6,97%,60 patients,AR_PN-6
AR,72342,8703385800,PN-7,97%,39 patients,AR_PN-7
AR,72342,8703385800,SCIP-CARD-2,,0 patients,AR_SCIP-CARD-2
AR,72342,8703385800,SCIP-INF-1,89%,18 patients,AR_SCIP-INF-1
AR,72342,8703385800,SCIP-INF-2,94%,16 patients,AR_SCIP-INF-2
AR,72342,8703385800,SCIP-INF-3,94%,16 patients,AR_SCIP-INF-3
AR,72342,8703385800,SCIP-INF-4,,0 patients,AR_SCIP-INF-4
AR,72342,8703385800,SCIP-INF-6,100%,23 patients,AR_SCIP-INF-6
AR,72342,8703385800,SCIP-VTE-1,83%,6 patients,AR_SCIP-VTE-1
AR,72342,8703385800,SCIP-VTE-2,83%,6 patients,AR_SCIP-VTE-2
AR,71731,8708632000,AMI-1,100%,94 patients,AR_AMI-1
AR,71731,8708632000,AMI-2,98%,125 patients,AR_AMI-2
AR,71731,8708632000,AMI-3,100%,21 patients,AR_AMI-3
AR,71731,8708632000,AMI-4,100%,65 patients,AR_AMI-4
AR,71731,8708632000,AMI-5,99%,128 patients,AR_AMI-5
AR,71731,8708632000,AMI-7A,,0 patients,AR_AMI-7A
AR,71731,8708632000,AMI-8A,70%,27 patients,AR_AMI-8A
AR,71731,8708632000,HF-1,88%,163 patients,AR_HF-1
AR,71731,8708632000,HF-2,100%,216 patients,AR_HF-2
AR,71731,8708632000,HF-3,97%,95 patients,AR_HF-3
AR,71731,8708632000,HF-4,100%,49 patients,AR_HF-4
AR,71731,8708632000,PN-2,97%,95 patients,AR_PN-2
AR,71731,8708632000,PN-3B,100%,111 patients,AR_PN-3B
AR,71731,8708632000,PN-4,100%,64 patients,AR_PN-4
AR,71731,8708632000,PN-5C,99%,114 patients,AR_PN-5C
AR,71731,8708632000,PN-6,96%,82 patients,AR_PN-6
AR,71731,8708632000,PN-7,96%,75 patients,AR_PN-7
AR,71731,8708632000,SCIP-CARD-2,100%,73 patients,AR_SCIP-CARD-2
AR,71731,8708632000,SCIP-INF-1,99%,467 patients,AR_SCIP-INF-1
AR,71731,8708632000,SCIP-INF-2,99%,472 patients,AR_SCIP-INF-2
AR,71731,8708632000,SCIP-INF-3,98%,446 patients,AR_SCIP-INF-3
AR,71731,8708632000,SCIP-INF-4,94%,83 patients,AR_SCIP-INF-4
AR,71731,8708632000,SCIP-INF-6,100%,635 patients,AR_SCIP-INF-6
AR,71731,8708632000,SCIP-VTE-1,93%,174 patients,AR_SCIP-VTE-1
AR,71731,8708632000,SCIP-VTE-2,91%,174 patients,AR_SCIP-VTE-2
AR,71801,8707772323,AMI-1,80%,10 patients,AR_AMI-1
AR,71801,8707772323,AMI-2,50%,6 patients,AR_AMI-2
AR,71801,8707772323,AMI-3,33%,3 patients,AR_AMI-3
AR,71801,8707772323,AMI-4,100%,1 patients,AR_AMI-4
AR,71801,8707772323,AMI-5,83%,6 patients,AR_AMI-5
AR,71801,8707772323,AMI-7A,,0 patients,AR_AMI-7A
AR,71801,8707772323,AMI-8A,,0 patients,AR_AMI-8A
AR,71801,8707772323,HF-1,78%,51 patients,AR_HF-1
AR,71801,8707772323,HF-2,87%,83 patients,AR_HF-2
AR,71801,8707772323,HF-3,79%,28 patients,AR_HF-3
AR,71801,8707772323,HF-4,95%,22 patients,AR_HF-4
AR,71801,8707772323,PN-2,87%,135 patients,AR_PN-2
AR,71801,8707772323,PN-3B,93%,91 patients,AR_PN-3B
AR,71801,8707772323,PN-4,96%,50 patients,AR_PN-4
AR,71801,8707772323,PN-5C,97%,117 patients,AR_PN-5C
AR,71801,8707772323,PN-6,86%,58 patients,AR_PN-6
AR,71801,8707772323,PN-7,86%,77 patients,AR_PN-7
AR,71801,8707772323,SCIP-CARD-2,0%,1 patients,AR_SCIP-CARD-2
AR,71801,8707772323,SCIP-INF-1,75%,4 patients,AR_SCIP-INF-1
AR,71801,8707772323,SCIP-INF-2,100%,4 patients,AR_SCIP-INF-2
AR,71801,8707772323,SCIP-INF-3,100%,4 patients,AR_SCIP-INF-3
AR,71801,8707772323,SCIP-INF-4,,0 patients,AR_SCIP-INF-4
AR,71801,8707772323,SCIP-INF-6,100%,14 patients,AR_SCIP-INF-6
AR,71801,8707772323,SCIP-VTE-1,33%,12 patients,AR_SCIP-VTE-1
AR,71801,8707772323,SCIP-VTE-2,36%,11 patients,AR_SCIP-VTE-2
AR,72703,4794445058,AMI-1,,,AR_AMI-1
AR,72703,4794445058,AMI-2,,,AR_AMI-2
AR,72703,4794445058,AMI-3,,,AR_AMI-3
AR,72703,4794445058,AMI-4,,,AR_AMI-4
AR,72703,4794445058,AMI-5,,,AR_AMI-5
AR,72703,4794445058,AMI-7A,,,AR_AMI-7A
AR,72703,4794445058,AMI-8A,,,AR_AMI-8A
AR,72703,4794445058,HF-1,94%,87 patients,AR_HF-1
AR,72703,4794445058,HF-2,100%,89 patients,AR_HF-2
AR,72703,4794445058,HF-3,96%,45 patients,AR_HF-3
AR,72703,4794445058,HF-4,100%,25 patients,AR_HF-4
AR,72703,4794445058,PN-2,99%,108 patients,AR_PN-2
AR,72703,4794445058,PN-3B,98%,105 patients,AR_PN-3B
AR,72703,4794445058,PN-4,99%,67 patients,AR_PN-4
AR,72703,4794445058,PN-5C,95%,102 patients,AR_PN-5C
AR,72703,4794445058,PN-6,95%,93 patients,AR_PN-6
AR,72703,4794445058,PN-7,95%,106 patients,AR_PN-7
AR,72703,4794445058,SCIP-CARD-2,94%,16 patients,AR_SCIP-CARD-2
AR,72703,4794445058,SCIP-INF-1,97%,33 patients,AR_SCIP-INF-1
AR,72703,4794445058,SCIP-INF-2,97%,34 patients,AR_SCIP-INF-2
AR,72703,4794445058,SCIP-INF-3,90%,31 patients,AR_SCIP-INF-3
AR,72703,4794445058,SCIP-INF-4,,,AR_SCIP-INF-4
AR,72703,4794445058,SCIP-INF-6,100%,62 patients,AR_SCIP-INF-6
AR,72703,4794445058,SCIP-VTE-1,100%,24 patients,AR_SCIP-VTE-1
AR,72703,4794445058,SCIP-VTE-2,96%,24 patients,AR_SCIP-VTE-2
AR,72205,5012571000,AMI-1,99%,73 patients,AR_AMI-1
AR,72205,5012571000,AMI-2,100%,59 patients,AR_AMI-2
AR,72205,5012571000,AMI-3,100%,15 patients,AR_AMI-3
AR,72205,5012571000,AMI-4,100%,28 patients,AR_AMI-4
AR,72205,5012571000,AMI-5,100%,58 patients,AR_AMI-5
AR,72205,5012571000,AMI-7A,0%,1 patients,AR_AMI-7A
AR,72205,5012571000,AMI-8A,52%,23 patients,AR_AMI-8A
AR,72205,5012571000,HF-1,80%,341 patients,AR_HF-1
AR,72205,5012571000,HF-2,100%,349 patients,AR_HF-2
AR,72205,5012571000,HF-3,94%,182 patients,AR_HF-3
AR,72205,5012571000,HF-4,96%,106 patients,AR_HF-4
AR,72205,5012571000,PN-2,100%,210 patients,AR_PN-2
AR,72205,5012571000,PN-3B,99%,245 patients,AR_PN-3B
AR,72205,5012571000,PN-4,98%,103 patients,AR_PN-4
AR,72205,5012571000,PN-5C,95%,217 patients,AR_PN-5C
AR,72205,5012571000,PN-6,86%,154 patients,AR_PN-6
AR,72205,5012571000,PN-7,86%,189 patients,AR_PN-7
AR,72205,5012571000,SCIP-CARD-2,95%,147 patients,AR_SCIP-CARD-2
AR,72205,5012571000,SCIP-INF-1,96%,220 patients,AR_SCIP-INF-1
AR,72205,5012571000,SCIP-INF-2,99%,231 patients,AR_SCIP-INF-2
AR,72205,5012571000,SCIP-INF-3,94%,216 patients,AR_SCIP-INF-3
AR,72205,5012571000,SCIP-INF-4,,,AR_SCIP-INF-4
AR,72205,5012571000,SCIP-INF-6,100%,371 patients,AR_SCIP-INF-6
AR,72205,5012571000,SCIP-VTE-1,94%,187 patients,AR_SCIP-VTE-1
AR,72205,5012571000,SCIP-VTE-2,80%,187 patients,AR_SCIP-VTE-2
AR,72205,5012022000,AMI-1,95%,208 patients,AR_AMI-1
AR,72205,5012022000,AMI-2,97%,422 patients,AR_AMI-2
AR,72205,5012022000,AMI-3,95%,96 patients,AR_AMI-3
AR,72205,5012022000,AMI-4,100%,192 patients,AR_AMI-4
AR,72205,5012022000,AMI-5,97%,446 patients,AR_AMI-5
AR,72205,5012022000,AMI-7A,,0 patients,AR_AMI-7A
AR,72205,5012022000,AMI-8A,72%,43 patients,AR_AMI-8A
AR,72205,5012022000,HF-1,99%,634 patients,AR_HF-1
AR,72205,5012022000,HF-2,99%,738 patients,AR_HF-2
AR,72205,5012022000,HF-3,96%,348 patients,AR_HF-3
AR,72205,5012022000,HF-4,100%,128 patients,AR_HF-4
AR,72205,5012022000,PN-2,98%,207 patients,AR_PN-2
AR,72205,5012022000,PN-3B,96%,209 patients,AR_PN-3B
AR,72205,5012022000,PN-4,100%,82 patients,AR_PN-4
AR,72205,5012022000,PN-5C,95%,247 patients,AR_PN-5C
AR,72205,5012022000,PN-6,95%,153 patients,AR_PN-6
